unique_key,created_date,closed_date,complaint_type,descriptor,agency,borough,resolution_description,status,resolution_hours
66005598,2025-09-01T00:06:46.000,2025-09-01T01:01:06.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.9
66004562,2025-09-01T00:06:59.000,2025-09-01T00:28:19.000,Noise - Residential,Banging/Pounding,NYPD,STATEN ISLAND,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.4
66003535,2025-09-01T00:07:10.000,2025-09-01T01:22:24.000,Noise - Residential,Loud Talking,NYPD,QUEENS,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.3
66008827,2025-09-01T00:07:12.000,2025-09-01T02:01:27.000,Noise - Residential,Loud Talking,NYPD,QUEENS,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.9
66011680,2025-09-01T00:07:19.000,2025-09-01T01:21:24.000,Illegal Parking,Posted Parking Sign Violation,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,1.2
66003431,2025-09-01T00:07:27.000,2025-09-01T01:23:35.000,Noise - Residential,Loud Music/Party,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.3
66003381,2025-09-01T00:07:39.000,2025-09-01T00:46:26.000,Noise - Residential,Loud Music/Party,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.6
66012376,2025-09-01T00:08:07.000,2025-09-01T04:25:46.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,4.3
66010516,2025-09-01T00:08:13.000,2025-09-01T00:57:29.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.8
66008699,2025-09-01T00:09:07.000,2025-09-01T02:56:33.000,Blocked Driveway,No Access,NYPD,BRONX,The Police Department responded to the complaint and took action to fix the condition.,Closed,2.8
66008863,2025-09-01T00:09:08.000,2025-09-01T01:21:42.000,Illegal Parking,Parking Permit Improper Use,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,1.2
66003153,2025-09-01T00:09:50.000,2025-09-01T00:41:23.000,Illegal Parking,Posted Parking Sign Violation,NYPD,MANHATTAN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.5
66005078,2025-09-01T00:10:15.000,2025-09-01T08:50:01.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,8.7
66008762,2025-09-01T00:10:21.000,2025-09-01T02:15:20.000,Illegal Parking,Commercial Overnight Parking,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2.1
66006401,2025-09-01T00:10:48.000,2025-09-01T01:23:08.000,Illegal Parking,Parking Permit Improper Use,NYPD,QUEENS,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.2
66005502,2025-09-01T00:11:34.000,2025-09-01T00:41:05.000,Illegal Parking,Blocked Sidewalk,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.5
66008064,2025-09-01T00:13:16.000,2025-09-01T00:52:38.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.7
66009204,2025-09-01T00:14:13.000,2025-09-01T00:49:12.000,Illegal Parking,Double Parked Blocking Traffic,NYPD,MANHATTAN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.6
66011774,2025-09-01T00:14:29.000,2025-09-01T01:04:32.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.8
66009908,2025-09-01T00:15:23.000,2025-09-01T00:28:22.000,Illegal Parking,Blocked Bike Lane,NYPD,MANHATTAN,The Police Department issued a summons in response to the complaint.,Closed,0.2
66015782,2025-09-01T00:15:58.000,2025-10-05T07:57:56.000,PAINT/PLASTER,CEILING,HPD,BRONX,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,823.7
66015790,2025-09-01T00:15:58.000,2025-10-05T07:57:56.000,PAINT/PLASTER,WALL,HPD,BRONX,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,823.7
66019168,2025-09-01T00:15:58.000,2025-10-05T07:57:55.000,PAINT/PLASTER,CEILING,HPD,BRONX,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,823.7
66012383,2025-09-01T00:16:10.000,2025-09-04T13:28:00.000,Blocked Driveway,Partial Access,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,85.2
66010193,2025-09-01T00:16:35.000,2025-09-01T00:47:14.000,Illegal Parking,Blocked Crosswalk,NYPD,MANHATTAN,The Police Department issued a summons in response to the complaint.,Closed,0.5
66008696,2025-09-01T00:17:25.000,2025-09-01T02:27:06.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,2.2
66011440,2025-09-01T00:17:47.000,2025-09-01T01:03:54.000,Illegal Parking,Blocked Crosswalk,NYPD,MANHATTAN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.8
66006746,2025-09-01T00:18:11.000,2025-09-01T00:25:53.000,Illegal Parking,Commercial Overnight Parking,NYPD,BROOKLYN,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,0.1
66011174,2025-09-01T00:19:52.000,2025-09-01T02:40:32.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2.3
66006254,2025-09-01T00:20:07.000,2025-09-01T02:50:45.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,2.5
66010344,2025-09-01T00:20:21.000,2025-09-01T00:33:37.000,Illegal Parking,Blocked Hydrant,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.2
66005125,2025-09-01T00:20:52.000,2025-09-01T03:24:11.000,Illegal Parking,Commercial Overnight Parking,NYPD,BROOKLYN,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,3.1
66006757,2025-09-01T00:22:49.000,2025-09-01T01:15:58.000,Illegal Parking,Double Parked Blocking Traffic,NYPD,MANHATTAN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.9
66009192,2025-09-01T00:22:54.000,2025-09-01T00:58:18.000,Illegal Parking,Commercial Overnight Parking,NYPD,BRONX,This complaint does not fall under the Police Department's jurisdiction.,Closed,0.6
66005124,2025-09-01T00:23:34.000,2025-09-01T03:32:17.000,Illegal Parking,Commercial Overnight Parking,NYPD,BROOKLYN,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,3.1
66003945,2025-09-01T00:23:59.000,2025-09-01T02:51:31.000,Illegal Parking,Posted Parking Sign Violation,NYPD,QUEENS,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2.5
66006215,2025-09-01T00:24:27.000,2025-09-02T10:20:00.000,Street Condition,Pothole,DOT,BROOKLYN,The Department of Transportation inspected this complaint and repaired the problem.,Closed,33.9
66011178,2025-09-01T00:25:50.000,2025-09-01T02:08:44.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,1.7
66004334,2025-09-01T00:27:03.000,2025-09-01T00:42:24.000,Illegal Parking,Blocked Sidewalk,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.3
66005589,2025-09-01T00:27:37.000,2025-09-01T01:36:28.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,1.1
66003052,2025-09-01T00:27:54.000,2025-09-01T01:07:23.000,Illegal Parking,Blocked Hydrant,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.7
66011739,2025-09-01T00:28:22.000,2025-09-01T01:27:47.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,1.0
66006830,2025-09-01T00:31:25.000,2025-09-01T01:18:29.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.8
66003233,2025-09-01T00:32:38.000,2025-09-01T00:58:56.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,0.4
66008759,2025-09-01T00:32:48.000,2025-09-01T16:37:09.000,Illegal Parking,Commercial Overnight Parking,NYPD,QUEENS,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,16.1
66003931,2025-09-01T00:33:04.000,2025-09-01T02:20:54.000,Illegal Parking,Blocked Hydrant,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,1.8
66005209,2025-09-01T00:33:09.000,2025-09-01T02:09:32.000,Illegal Parking,Parking Permit Improper Use,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,1.6
66009942,2025-09-01T00:33:45.000,2025-09-01T02:29:18.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,1.9
66003197,2025-09-01T00:34:09.000,2025-09-01T01:17:06.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,0.7
66014611,2025-09-01T00:34:36.000,2025-09-03T16:01:51.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,63.5
66006255,2025-09-01T00:35:07.000,2025-09-01T02:27:40.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.9
66009267,2025-09-01T00:35:36.000,2025-09-01T01:19:33.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,0.7
66011228,2025-09-01T00:35:48.000,2025-09-01T10:21:41.000,Illegal Parking,Blocked Hydrant,NYPD,BRONX,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,9.8
66007809,2025-09-01T00:35:49.000,2025-09-01T03:00:05.000,Illegal Parking,Blocked Crosswalk,NYPD,BRONX,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,2.4
66008110,2025-09-01T00:36:00.000,2025-10-30T10:14:00.000,Street Light Condition,Street Light Out,DOT,BRONX,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,1425.6
66012382,2025-09-01T00:37:42.000,2025-09-01T06:48:10.000,Blocked Driveway,Partial Access,NYPD,QUEENS,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,6.2
66011738,2025-09-01T00:38:15.000,2025-09-01T01:16:30.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.6
66009992,2025-09-01T00:38:36.000,2025-09-01T15:55:13.000,Illegal Parking,Posted Parking Sign Violation,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,15.3
66015799,2025-09-01T00:40:22.000,2025-09-05T14:18:31.000,PLUMBING,BASIN/SINK,HPD,BRONX,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",Closed,109.6
66019171,2025-09-01T00:40:22.000,2025-09-05T14:18:31.000,PAINT/PLASTER,WALL,HPD,BRONX,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,Closed,109.6
66006861,2025-09-01T00:43:34.000,2025-09-01T01:17:51.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,0.6
66008703,2025-09-01T00:44:05.000,2025-09-01T02:41:05.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,1.9
66005080,2025-09-01T00:47:37.000,2025-09-01T03:40:16.000,Blocked Driveway,No Access,NYPD,STATEN ISLAND,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,2.9
66009275,2025-09-01T00:47:44.000,2025-09-01T01:25:42.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,0.6
66007493,2025-09-01T00:47:52.000,2025-09-02T08:55:00.000,Street Condition,Pothole,DOT,BROOKLYN,The Department of Transportation inspected this complaint and repaired the problem.,Closed,32.1
66006847,2025-09-01T00:51:57.000,2025-09-01T01:11:55.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department issued a summons in response to the complaint.,Closed,0.3
66003869,2025-09-01T00:53:48.000,2025-09-01T05:59:00.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,5.1
66008705,2025-09-01T00:54:52.000,2025-09-01T04:34:59.000,Blocked Driveway,No Access,NYPD,QUEENS,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,3.7
66012378,2025-09-01T00:54:55.000,2025-09-01T02:13:02.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,1.3
66016895,2025-09-01T00:58:25.000,2025-09-29T08:22:26.000,PLUMBING,WATER SUPPLY,HPD,BROOKLYN,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,679.4
66013951,2025-09-01T01:01:00.000,2025-09-01T06:14:00.000,Water System,Hydrant Running Full (WA4),DEP,BRONX,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,5.2
66018768,2025-09-01T01:13:00.000,2025-12-09T14:11:00.000,Street Light Condition,Lamppost Knocked Down,DOT,BROOKLYN,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,2389.0
66016893,2025-09-01T01:16:28.000,2025-10-03T06:42:53.000,PLUMBING,WATER SUPPLY,HPD,BRONX,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,773.4
66013415,2025-09-01T01:23:14.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,32.7
66019185,2025-09-01T01:38:04.000,2025-09-03T10:57:53.000,PLUMBING,WATER SUPPLY,HPD,BRONX,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,57.3
66004027,2025-09-01T01:44:02.000,2025-09-02T05:59:13.000,Street Condition,"Rough, Pitted or Cracked Roads",DOT,STATEN ISLAND,The Department of Transportation investigated this request and determined this street requires a reconstruction project. This location is part of an existing project or may be included in a future project. These projects are long term and vary in length.,Closed,28.3
66020972,2025-09-01T02:02:57.000,2025-09-04T00:00:00.000,Building/Use,Illegal. Commercial Use In Resident Zone,DOB,BRONX,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,70.0
66015162,2025-09-01T02:11:59.000,2026-01-02T00:00:00.000,General Construction/Plumbing,Building Permit - None,DOB,BROOKLYN,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,2949.8
66019149,2025-09-01T02:50:20.000,2025-09-03T08:07:08.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,STATEN ISLAND,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,53.3
66014615,2025-09-01T02:53:30.000,2025-09-03T08:07:08.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,STATEN ISLAND,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,53.2
66020804,2025-09-01T03:16:00.000,2025-09-01T04:25:00.000,Water System,Hydrant Running Full (WA4),DEP,MANHATTAN,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,Closed,1.1
66020820,2025-09-01T03:18:11.000,2026-01-27T00:00:00.000,General Construction/Plumbing,Building Permit - None,DOB,QUEENS,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,3548.7
66018699,2025-09-01T04:06:18.000,2025-09-04T00:00:00.000,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,DOB,BROOKLYN,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,Closed,67.9
66018186,2025-09-01T04:20:24.000,2025-09-11T14:34:44.000,Rodent,Mouse Sighting,DOHMH,BROOKLYN,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,Closed,250.2
66014616,2025-09-01T04:44:35.000,2025-09-02T20:28:33.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,QUEENS,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,39.7
66020336,2025-09-01T04:53:37.000,2025-09-08T13:36:45.000,PLUMBING,BASIN/SINK,HPD,BRONX,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,Closed,176.7
66014108,2025-09-01T05:22:07.000,2025-11-18T00:00:00.000,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,DOB,BROOKLYN,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,1866.6
66021556,2025-09-01T05:25:29.000,2025-09-02T00:00:00.000,Elevator,Elevator - Multiple Devices On Property,DOB,MANHATTAN,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,18.6
66021473,2025-09-01T05:35:39.000,2025-09-08T15:22:04.000,PAINT/PLASTER,CEILING,HPD,MANHATTAN,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,177.8
66020822,2025-09-01T05:40:33.000,2025-09-02T00:00:00.000,General Construction/Plumbing,Building Permit - None,DOB,BROOKLYN,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,18.3
66015810,2025-09-01T05:44:44.000,2025-09-02T08:41:04.000,PLUMBING,WATER SUPPLY,HPD,BRONX,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,26.9
66019142,2025-09-01T05:45:11.000,2025-09-05T02:10:49.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,MANHATTAN,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,92.4
66019324,2025-09-01T05:52:28.000,2025-09-03T11:31:37.000,Rodent,Rat Sighting,DOHMH,BRONX,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,Closed,53.7
66014105,2025-09-01T05:55:35.000,2025-09-04T00:00:00.000,Building/Use,Illegal Conversion Of Residential Building/Space,DOB,BROOKLYN,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,66.1
66020796,2025-09-01T05:58:00.000,2025-09-03T10:35:00.000,Water System,Hydrant Leaking (WC1),DEP,STATEN ISLAND,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,Closed,52.6
66016409,2025-09-01T06:04:37.000,2025-10-23T00:00:00.000,Building/Use,Illegal Conversion Of Residential Building/Space,DOB,QUEENS,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,1241.9
66020320,2025-09-01T06:09:56.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,27.9
66016896,2025-09-01T06:12:11.000,2025-09-03T20:35:57.000,PLUMBING,WATER SUPPLY,HPD,QUEENS,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,62.4
66021477,2025-09-01T06:12:14.000,2025-09-25T06:57:12.000,PAINT/PLASTER,CEILING,HPD,BRONX,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,576.7
66016875,2025-09-01T06:12:57.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,27.9
66020317,2025-09-01T06:15:53.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,27.8
66016869,2025-09-01T06:15:59.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,27.8
66014107,2025-09-01T06:19:48.000,2025-10-23T00:00:00.000,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,DOB,BRONX,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,1241.7
66016876,2025-09-01T06:21:58.000,2025-09-02T10:05:52.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,27.7
66021485,2025-09-01T06:24:16.000,2025-09-06T15:04:45.000,PLUMBING,WATER SUPPLY,HPD,QUEENS,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,128.7
66018090,2025-09-01T06:24:16.000,2025-09-06T15:04:45.000,PAINT/PLASTER,WALL,HPD,QUEENS,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,128.7
66018093,2025-09-01T06:24:16.000,2025-09-06T15:04:44.000,PAINT/PLASTER,CABINET,HPD,QUEENS,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,128.7
66019174,2025-09-01T06:24:16.000,2025-09-06T15:04:44.000,PAINT/PLASTER,WALL,HPD,QUEENS,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,128.7
66018027,2025-09-01T06:27:13.000,2025-09-02T20:30:16.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BROOKLYN,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,38.1
66020327,2025-09-01T06:30:18.000,2025-09-10T14:22:17.000,PAINT/PLASTER,CEILING,HPD,BRONX,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,Closed,223.9
66018532,2025-09-01T06:43:00.000,2025-09-02T13:30:00.000,Water System,Dirty Water (WE),DEP,STATEN ISLAND,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,Closed,30.8
66018687,2025-09-01T06:43:52.000,2025-09-04T00:00:00.000,Building/Use,Illegal Conversion Of Residential Building/Space,DOB,BROOKLYN,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,65.3
66015389,2025-09-01T06:48:00.000,2025-11-10T09:24:00.000,Street Light Condition,Street Light Out,DOT,QUEENS,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,1682.6
66013946,2025-09-01T06:52:00.000,2025-09-01T07:09:00.000,Water System,Hydrant Running Full (WA4),DEP,BRONX,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,0.3
66017409,2025-09-01T06:52:54.000,2025-09-11T00:00:00.000,General Construction/Plumbing,Building Permit - None,DOB,QUEENS,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",Closed,233.1
